game_id,game_date,season,game_type,home_team_id,away_team_id,home_team,away_team,home_runs,away_runs,home_won,total_runs,margin,is_reds_game,home_wins,home_losses,away_wins,away_losses,roll5_home_runs,roll5_away_runs,roll5_total,roll5_margin,roll10_home_runs,roll10_away_runs,roll10_total,roll10_margin,ewm5_home_runs,ewm5_total,ewm5_margin,home_win_streak,scoring_trend,home_win_pct,away_win_pct,win_pct_diff
718707,2023-04-04,2023,R,133,114,Oakland Athletics,Cleveland Guardians,4,3,1,7,1,0,2,3,4,2,1.6,5.0,6.6,-3.4,2.7,5.9,8.6,-3.2,2.3011309279791963,8.01010372908389,-3.4078418731254954,0,-1.6666666666666665,0.4,0.6666666666666666,-0.2666666666666666
718706,2023-04-04,2023,R,136,108,Seattle Mariners,Los Angeles Angels,11,2,1,13,9,0,2,4,3,2,2.2,4.8,7.0,-2.6,3.0,5.8,8.8,-2.8,2.8674206186528206,7.673402486055913,-1.9385612487502697,1,-0.733333333333333,0.3333333333333333,0.6,-0.26666666666666666
718703,2023-04-04,2023,R,119,115,Los Angeles Dodgers,Colorado Rockies,5,2,1,7,3,0,4,2,2,4,4.2,4.4,8.6,-0.2,3.5,5.2,8.7,-1.7,5.578280412435288,9.44893499070399,1.7076258341665866,2,0.7333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333
718712,2023-04-04,2023,R,158,121,Milwaukee Brewers,New York Mets,9,0,1,9,9,0,4,1,3,3,5.0,4.0,9.0,1.0,3.5,4.2,7.7,-0.7,5.385520274956854,8.632623327135978,2.1384172227777323,3,1.4666666666666668,0.8,0.5,0.30000000000000004
718697,2023-04-05,2023,R,138,144,St. Louis Cardinals,Atlanta Braves,2,5,0,7,-3,0,2,4,5,1,6.4,2.6,9.0,3.8,4.3,4.2,8.5,0.1,6.590346849971252,8.755082218090653,4.425611481851849,4,2.666666666666667,0.3333333333333333,0.8333333333333334,-0.5
718698,2023-04-05,2023,R,158,121,Milwaukee Brewers,New York Mets,7,6,1,13,1,0,5,1,3,4,6.2,2.4,8.6,3.8,3.9,3.7,7.6,0.2,5.0602312333141555,8.17005481206043,1.9504076545678795,0,2.3333333333333335,0.8333333333333334,0.42857142857142855,0.4047619047619048
718699,2023-04-05,2023,R,147,143,New York Yankees,Philadelphia Phillies,4,2,1,6,2,0,4,2,1,5,6.8,3.0,9.8,3.8,4.5,3.9,8.4,0.6,5.706820822209441,9.78003654137363,1.6336051030452514,1,2.533333333333333,0.6666666666666666,0.16666666666666666,0.5
718701,2023-04-05,2023,R,146,142,Miami Marlins,Minnesota Twins,5,2,1,7,3,0,3,4,4,2,5.4,3.0,8.4,2.4,4.8,3.7,8.5,1.1,5.137880548139626,8.520024360915748,1.7557367353635014,2,1.2666666666666666,0.42857142857142855,0.6666666666666666,-0.23809523809523808
718702,2023-04-05,2023,R,111,134,Boston Red Sox,Pittsburgh Pirates,1,4,0,5,-3,0,2,4,4,2,5.4,3.0,8.4,2.4,5.2,3.5,8.7,1.7,5.091920365426418,8.013349573943831,2.170491156909002,3,1.2666666666666666,0.3333333333333333,0.6666666666666666,-0.3333333333333333
718704,2023-04-05,2023,R,120,139,Washington Nationals,Tampa Bay Rays,2,7,0,9,-5,0,1,5,6,0,3.8,3.8,7.6,0.0,5.1,3.2,8.3,1.9,3.7279469102842766,7.008899715962553,0.4469941046059987,0,-0.3333333333333339,0.16666666666666666,1.0,-0.8333333333333334
718694,2023-04-05,2023,R,140,110,Texas Rangers,Baltimore Orioles,5,2,1,7,3,0,4,2,3,3,3.8,4.2,8.0,-0.4,5.0,3.3,8.3,1.7,3.1519646068561844,7.672599810641701,-1.3686705969293358,0,-0.06666666666666687,0.6666666666666666,0.5,0.16666666666666663
718695,2023-04-05,2023,R,145,137,Chicago White Sox,San Francisco Giants,7,3,1,10,4,0,3,3,2,3,3.4,3.4,6.8,0.0,5.1,3.2,8.3,1.9,3.76797640457079,7.448399873761135,0.08755293538044359,1,-0.7333333333333338,0.5,0.4,0.09999999999999998
718689,2023-04-05,2023,R,133,114,Oakland Athletics,Cleveland Guardians,4,6,0,10,-2,0,2,4,5,2,4.0,3.6,7.6,0.4,4.7,3.3,8.0,1.4,4.845317603047194,8.29893324917409,1.391701956920296,2,-0.5333333333333332,0.3333333333333333,0.7142857142857143,-0.380952380952381
718691,2023-04-05,2023,R,136,108,Seattle Mariners,Los Angeles Angels,3,4,0,7,-1,0,2,5,4,2,3.8,4.4,8.2,-0.6,4.6,3.7,8.3,0.9,4.563545068698129,8.865955499449393,0.26113463794686387,0,-0.9333333333333336,0.2857142857142857,0.6666666666666666,-0.38095238095238093
718696,2023-04-05,2023,R,117,116,Houston Astros,Detroit Tigers,8,2,1,10,6,0,3,4,2,4,4.2,4.4,8.6,-0.2,4.0,4.1,8.1,-0.1,4.0423633791320865,8.243970332966262,-0.15924357470209075,0,-0.5999999999999996,0.42857142857142855,0.3333333333333333,0.09523809523809523
718692,2023-04-05,2023,R,118,141,Kansas City Royals,Toronto Blue Jays,0,3,0,3,-3,0,1,5,3,3,5.4,3.4,8.8,2.0,4.6,3.8,8.4,0.8,5.361575586088058,8.829313555310842,1.8938376168652729,1,0.2666666666666666,0.16666666666666666,0.5,-0.33333333333333337
